telemetry_id,driver_id,delivery_id,session_id,timestamp,latitude,longitude,altitude_m,heading_degrees,speed_mph,gps_accuracy_m,hard_brake_event,rapid_acceleration_event,sharp_turn_event,speeding_event,phone_interaction_event,device_type,app_version,battery_pct,network_type,signal_strength_dbm,delivery_status,estimated_arrival_min,distance_to_destination_mi,on_time_flag,weather_condition,temperature_f,traffic_condition,time_of_day_segment,trip_distance_elapsed_mi,idle_time_sec,safety_score,earnings_per_mile
TEL-ECCBC10F066E,DRV-1019,PR-240731-0YNOM11,SES-7C8F5C51,2025-03-05T07:01:00.000Z,33.056198,-96.60261,135.6,95.0,18.6,14.2,True,False,True,False,False,android,4.1.2,78,5G,-86,en_route_to_customer,0.8,0.244,True,clear,100.2,light,breakfast,2.044,0,76,3.06
TEL-209765173ACC,DRV-1007,,SES-0CB975BF,2025-03-02T20:02:30.000Z,33.082098,-96.605108,142.5,0.0,0.0,16.7,False,False,False,False,False,ios,4.2.0,83,LTE,-95,idle,0.0,0.0,False,clear,54.6,moderate,dinner,0.0,1,100,1.52
TEL-8DD890A62B77,DRV-1006,PR-240719-T8ZA02D,SES-17BB611E,2025-03-05T11:24:00.000Z,32.776813,-96.815776,138.6,340.0,35.6,2.8,False,False,False,False,False,ios,4.2.0,89,5G,-69,en_route_to_customer,1.4,0.859,True,rain,72.7,light,lunch,1.479,0,100,1.22
TEL-50981E6D40B4,DRV-1009,PR-240811-CE4ZLFE,SES-B71A3D77,2025-03-04T21:25:30.000Z,32.93146,-96.558435,152.9,0.0,0.0,17.6,False,False,False,False,False,android,4.2.1,79,offline,-73,delivered,0.0,0.0,True,clear,102.7,light,late_night,1.783,0,99,1.81
TEL-8FB1F718B3DD,DRV-1007,PR-240608-GNZ063U,SES-6778E371,2025-03-02T16:33:00.000Z,32.784024,-96.78937,163.4,350.8,10.9,3.8,False,False,False,False,False,ios,4.2.0,77,LTE,-105,en_route_to_customer,8.9,1.623,True,clear,45.4,heavy,dinner,1.438,0,100,3.48
TEL-7F89350BAE32,DRV-1010,PR-240702-2WDHCA9,SES-2A644230,2025-03-07T10:26:00.000Z,33.071636,-96.678749,155.6,223.2,16.5,7.3,True,False,False,False,False,ios,4.2.0,68,LTE,-94,en_route_to_restaurant,0.6,0.158,True,clear,46.9,light,breakfast,0.952,0,87,1.55
TEL-CCC5707B0411,DRV-1000,PR-240826-1A5QCHF,SES-D904EBE7,2025-03-07T05:35:00.000Z,33.038482,-96.655037,123.6,284.4,26.1,16.5,False,False,False,True,False,ios,4.1.2,81,3G,-69,en_route_to_customer,0.7,0.317,True,clear,85.6,light,breakfast,1.195,0,82,3.57
TEL-9B210E6A40BB,DRV-1014,PR-240629-9ZNKPO6,SES-E34CEDAB,2025-03-09T17:16:30.000Z,33.031797,-96.779583,125.2,311.6,23.3,5.1,False,False,False,False,False,ios,4.1.2,75,LTE,-74,en_route_to_customer,0.1,0.038,True,rain,97.0,light,dinner,2.486,0,100,1.7
TEL-9F7A891EA094,DRV-1016,PR-240619-LTNS4T4,SES-320CC10E,2025-03-01T23:13:00.000Z,32.749141,-96.782944,157.3,348.9,20.1,14.5,False,True,False,False,False,android,4.2.1,49,5G,-91,en_route_to_restaurant,0.8,0.268,True,clear,104.7,moderate,late_night,0.472,0,88,3.08
TEL-6E443BF71D33,DRV-1018,PR-240730-7QG0FVC,SES-A9FB0F74,2025-03-05T04:22:30.000Z,32.924689,-96.591554,135.6,345.6,25.6,15.1,False,False,False,False,False,android,4.1.2,58,5G,-89,en_route_to_restaurant,0.2,0.098,True,clear,96.7,light,late_night,0.822,0,100,3.39
TEL-069408C3E127,DRV-1005,PR-240811-KFB85K6,SES-69535580,2025-03-07T02:56:00.000Z,32.967492,-96.604568,159.8,31.1,10.2,16.1,False,False,False,False,False,ios,4.1.2,90,offline,-96,en_route_to_customer,5.6,0.948,True,clear,49.2,heavy,late_night,1.052,0,100,2.28
TEL-E00CE8D74082,DRV-1001,PR-240715-I7DHE3J,SES-150FF806,2025-03-08T04:04:00.000Z,32.792554,-96.79854,156.1,208.6,8.0,4.0,False,False,False,False,False,android,4.2.0,79,LTE,-66,en_route_to_customer,30.0,4.005,True,clear,70.0,heavy,late_night,0.813,0,100,2.63
TEL-46C3C4A1DF53,DRV-1000,PR-240713-JWR1G7P,SES-50690228,2025-03-07T06:07:00.000Z,32.983371,-96.779496,169.8,217.6,10.6,4.4,False,False,True,False,False,ios,4.1.2,94,3G,-65,en_route_to_customer,0.2,0.038,True,clear,60.6,moderate,breakfast,2.168,0,90,2.58
TEL-0494DE77342B,DRV-1010,PR-240828-NECUPL1,SES-77AE9A5C,2025-03-06T22:11:00.000Z,33.030721,-96.656031,168.0,0.0,0.0,6.1,False,False,False,False,False,ios,4.2.0,78,LTE,-97,delivered,0.0,0.0,False,clear,88.0,moderate,late_night,2.455,0,99,1.59
TEL-962E12562926,DRV-1007,PR-240705-7S8F88G,SES-55F3EF02,2025-03-03T03:59:30.000Z,32.970441,-96.638375,138.3,0.0,0.0,13.7,False,False,False,False,False,ios,4.2.0,41,5G,-84,waiting_at_restaurant,0.0,0.0,True,fog,52.3,moderate,late_night,0.933,36,100,3.05
TEL-DF62D1C87154,DRV-1010,PR-240602-N3GRV6B,SES-CC0B29FE,2025-03-07T08:42:00.000Z,33.060643,-96.644508,152.1,2.4,21.4,17.6,False,True,False,False,False,ios,4.2.0,77,5G,-70,en_route_to_customer,0.5,0.183,True,clear,91.6,heavy,breakfast,1.403,0,89,3.58
TEL-8530C00E59A0,DRV-1009,PR-240722-YDM36NP,SES-5522EE43,2025-03-04T08:47:00.000Z,32.798628,-96.813373,127.8,0.0,0.0,17.2,False,False,False,False,False,android,4.2.1,80,offline,-105,waiting_at_restaurant,0.0,0.0,True,clear,83.8,light,breakfast,1.232,16,97,2.32
TEL-9981994D034D,DRV-1004,PR-240616-KBLO9VS,SES-0181BDD1,2025-03-02T18:02:00.000Z,33.043248,-96.609991,139.2,305.3,13.5,10.4,False,True,False,False,False,android,4.1.2,71,LTE,-57,en_route_to_restaurant,0.4,0.086,True,rain,77.1,moderate,dinner,0.812,0,89,2.19
TEL-9E12556DD5AC,DRV-1008,PR-240614-8T45OO8,SES-B3F0CFA1,2025-03-05T18:21:30.000Z,32.970859,-96.711032,173.2,15.7,8.2,3.4,False,False,False,False,False,android,4.2.0,49,5G,-103,en_route_to_customer,0.4,0.06,False,clear,46.4,heavy,dinner,1.402,0,100,2.05
TEL-9C691F2A43DC,DRV-1015,PR-240725-779D0R8,SES-489A977B,2025-03-05T19:27:00.000Z,32.956192,-96.625048,158.4,246.4,30.0,13.1,False,False,False,True,False,android,4.1.2,58,LTE,-88,en_route_to_customer,0.1,0.053,True,clear,73.8,light,dinner,1.877,0,79,1.99
TEL-F69869624A1C,DRV-1009,PR-240615-6C0W6SN,SES-C9E1979F,2025-03-04T19:15:30.000Z,33.044001,-96.650451,141.6,0.0,0.0,17.1,False,False,False,False,False,android,4.2.1,64,wifi,-99,waiting_at_restaurant,0.0,0.0,True,clear,88.6,heavy,dinner,0.643,16,100,3.69
TEL-F2A18A2921E5,DRV-1004,PR-240604-0C7UVQ8,SES-0CBF7946,2025-03-03T16:32:00.000Z,33.060389,-96.611175,152.7,0.0,0.0,4.8,False,False,False,False,False,android,4.1.2,83,5G,-85,waiting_at_restaurant,0.0,0.0,True,clear,62.6,moderate,dinner,0.543,44,99,3.5
TEL-5495C7D46E83,DRV-1001,PR-240619-ZYH61NZ,SES-A2361653,2025-03-08T20:27:30.000Z,32.950871,-96.766622,171.6,0.0,0.0,14.1,False,False,False,False,False,android,4.2.0,78,5G,-104,waiting_at_restaurant,0.0,0.0,True,fog,68.9,light,dinner,0.848,10,100,2.01
TEL-8D74662C17AB,DRV-1006,PR-240714-HH6PO4O,SES-9F742904,2025-03-05T07:26:00.000Z,32.756945,-96.786357,137.0,0.0,0.0,16.6,False,False,False,False,False,ios,4.2.0,64,5G,-92,waiting_at_restaurant,0.0,0.0,True,clear,94.3,moderate,breakfast,1.119,26,100,2.56
TEL-E37F2A780521,DRV-1019,PR-240815-AWYOEZ1,SES-2D790761,2025-03-04T22:39:30.000Z,32.751089,-96.788754,140.7,223.0,31.1,17.7,True,False,False,False,False,android,4.1.2,62,LTE,-55,en_route_to_restaurant,0.1,0.075,True,clear,91.1,light,late_night,0.797,0,87,3.17
TEL-7B096DD15252,DRV-1018,PR-240804-U2NHSKK,SES-B19C2DFF,2025-03-04T23:34:00.000Z,32.78121,-96.832795,163.5,26.0,25.5,15.4,False,False,False,False,False,android,4.1.2,43,LTE,-61,en_route_to_customer,0.1,0.054,True,clear,66.8,light,late_night,1.647,0,99,2.34
TEL-D0A8D502F03C,DRV-1015,PR-240618-2060WQK,SES-B4E9986A,2025-03-05T11:05:00.000Z,33.001027,-96.642515,164.7,160.4,7.6,16.6,False,False,False,False,False,android,4.1.2,59,LTE,-103,en_route_to_customer,6.8,0.865,False,fog,88.0,heavy,lunch,0.717,0,98,3.53
TEL-A8D4E821A215,DRV-1007,,SES-E2D99149,2025-03-02T23:38:30.000Z,32.922776,-96.565008,156.9,0.0,0.0,11.0,False,False,False,False,False,ios,4.2.0,66,3G,-105,idle,0.0,0.0,True,rain,75.7,moderate,late_night,0.0,40,99,3.24
TEL-30D50E3E9642,DRV-1004,PR-240613-DBEZ9A3,SES-4EAE3827,2025-03-02T18:33:00.000Z,33.063354,-96.612354,165.6,344.1,28.9,5.7,False,True,False,False,False,android,4.1.2,42,LTE,-82,en_route_to_restaurant,0.0,0.014,True,clear,84.0,light,dinner,1.012,0,89,2.42
TEL-4700211A6F45,DRV-1008,PR-240829-ROTWOSN,SES-679E03B9,2025-03-05T08:11:00.000Z,33.021379,-96.646037,160.6,100.4,22.1,16.9,False,False,False,False,False,android,4.2.0,38,LTE,-82,en_route_to_restaurant,0.1,0.036,True,clear,70.7,moderate,breakfast,0.748,0,98,3.12
TEL-54A3D20A941D,DRV-1012,PR-240619-XHQ1I7U,SES-33418C3A,2025-03-02T21:43:30.000Z,33.014909,-96.670892,157.7,0.0,0.0,7.6,False,False,False,False,False,android,4.2.0,63,5G,-87,waiting_at_restaurant,0.0,0.0,True,fog,52.4,moderate,late_night,0.399,40,100,2.59
TEL-BC2D973B6F1C,DRV-1019,PR-240824-IW568IO,SES-F38F9945,2025-03-05T04:08:00.000Z,32.99922,-96.643612,149.0,300.5,20.6,17.4,False,False,False,False,False,android,4.1.2,58,wifi,-67,en_route_to_restaurant,0.2,0.053,True,rain,53.8,moderate,late_night,0.728,0,100,1.55
TEL-F12BC1D3C29E,DRV-1018,PR-240804-U2NHSKK,SES-B19C2DFF,2025-03-04T23:30:30.000Z,32.760926,-96.833855,155.5,0.0,0.0,11.1,False,False,False,False,False,android,4.1.2,45,LTE,-71,waiting_at_restaurant,0.0,0.0,True,clear,60.7,light,late_night,0.838,26,100,2.13
TEL-08417C065212,DRV-1019,PR-240824-IW568IO,SES-F38F9945,2025-03-05T04:12:00.000Z,32.963652,-96.63917,143.3,179.1,18.8,9.2,False,False,False,True,False,android,4.1.2,56,wifi,-105,en_route_to_customer,1.5,0.481,False,rain,94.5,moderate,late_night,1.366,0,83,2.57
TEL-5A12518E5BCD,DRV-1018,PR-240710-9N7YT2J,SES-67DF5825,2025-03-05T01:15:00.000Z,32.779937,-96.815412,139.9,23.0,17.8,6.7,False,False,False,False,False,android,4.1.2,61,offline,-100,en_route_to_restaurant,0.2,0.053,False,rain,90.2,moderate,late_night,0.794,0,100,3.08
TEL-386167C509FB,DRV-1016,PR-240602-UFPWNDF,SES-F8778B37,2025-03-01T13:42:00.000Z,33.006277,-96.626209,139.9,179.9,22.4,2.6,False,False,False,False,False,android,4.2.1,64,LTE,-94,en_route_to_customer,0.1,0.05,True,rain,51.7,light,lunch,2.417,0,100,1.24
TEL-2831EB9F939E,DRV-1004,PR-240615-8VT756R,SES-44767495,2025-03-03T14:04:00.000Z,33.074401,-96.626651,129.9,0.0,0.0,10.4,False,False,False,False,False,android,4.1.2,44,3G,-75,waiting_at_restaurant,0.0,0.0,True,rain,55.1,moderate,lunch,0.492,6,100,2.45
TEL-CF52DB02B34C,DRV-1014,PR-240819-6T2TYDA,SES-00D711D3,2025-03-10T02:26:30.000Z,32.942648,-96.64318,131.8,180.3,21.3,5.3,False,False,False,False,True,ios,4.1.2,46,wifi,-93,en_route_to_customer,2.2,0.776,False,rain,69.8,moderate,late_night,1.681,0,75,2.58
TEL-D301859664A0,DRV-1001,PR-240726-5M0IWBN,SES-799AB4EB,2025-03-08T21:23:00.000Z,32.990026,-96.644546,172.1,273.8,13.0,10.5,False,False,False,False,False,android,4.2.0,41,5G,-63,en_route_to_customer,1.7,0.378,True,rain,65.4,light,late_night,2.191,0,100,3.34
TEL-81729FC47D54,DRV-1001,PR-240808-BGAANQ6,SES-8B263C41,2025-03-08T10:19:00.000Z,32.983747,-96.6046,146.7,75.2,18.7,11.2,False,False,True,False,False,android,4.2.0,93,3G,-77,en_route_to_customer,0.6,0.179,True,clear,99.8,moderate,breakfast,1.566,0,93,3.12
TEL-07AE210CA454,DRV-1007,PR-240824-HE7TUW7,SES-88C44D06,2025-03-03T06:31:00.000Z,32.925821,-96.590989,132.5,183.8,32.9,5.6,False,False,False,False,False,ios,4.2.0,56,3G,-99,en_route_to_customer,1.2,0.669,True,rain,92.7,light,breakfast,1.665,0,100,1.21
TEL-B29C2D45F600,DRV-1017,PR-240619-KNYJF1W,SES-BCBE895D,2025-03-04T11:36:00.000Z,32.981652,-96.590287,127.6,215.7,14.2,16.5,False,False,False,False,False,android,4.1.2,46,5G,-55,en_route_to_restaurant,4.2,1.001,True,clear,57.6,heavy,lunch,0.297,0,100,2.94
TEL-FECEEEAF305E,DRV-1017,PR-240814-SJ18HYI,SES-5869BAF7,2025-03-04T10:58:00.000Z,32.824478,-96.761948,124.2,14.9,9.5,7.2,False,False,False,False,False,android,4.1.2,42,3G,-93,en_route_to_customer,0.8,0.123,True,clear,50.8,moderate,breakfast,2.073,0,100,1.61
TEL-4E8BB3A06594,DRV-1010,PR-240822-8USMHSQ,SES-0FFE5298,2025-03-07T14:26:00.000Z,32.943943,-96.579678,166.4,213.8,12.5,12.6,False,False,False,False,False,ios,4.2.0,65,LTE,-70,en_route_to_restaurant,2.5,0.523,False,clear,83.5,moderate,lunch,0.104,0,99,3.13
TEL-69CCBF99EC88,DRV-1005,PR-240801-7623U4O,SES-A7C29807,2025-03-07T03:51:00.000Z,32.789016,-96.795034,125.6,116.6,15.4,17.4,False,False,False,False,False,ios,4.1.2,48,3G,-87,en_route_to_restaurant,1.0,0.246,True,clear,49.4,light,late_night,0.128,0,100,3.72
TEL-09A5FB7CF349,DRV-1007,PR-240717-M5LVO4Y,SES-5A6F53AE,2025-03-02T21:27:30.000Z,32.976549,-96.576093,162.4,340.5,23.8,16.9,False,False,False,False,False,ios,4.2.0,56,5G,-65,en_route_to_restaurant,0.5,0.189,True,clear,99.0,moderate,late_night,0.765,0,100,3.15
TEL-5CE980CADB92,DRV-1004,PR-240828-PQYEQ89,SES-3CF893F7,2025-03-03T05:26:00.000Z,32.794322,-96.833572,165.9,278.7,24.0,10.0,False,False,False,False,False,android,4.1.2,53,5G,-90,en_route_to_customer,1.4,0.572,True,clear,74.5,moderate,breakfast,1.469,0,99,3.42
TEL-4C7ED50ADD21,DRV-1000,PR-240713-JWR1G7P,SES-50690228,2025-03-07T06:09:30.000Z,32.982827,-96.779825,168.6,0.0,0.0,9.3,False,False,False,False,False,ios,4.1.2,93,3G,-66,delivered,0.0,0.0,True,rain,59.7,moderate,breakfast,2.735,0,100,2.3
TEL-F2A5C82791F8,DRV-1002,PR-240702-YMI2RKF,SES-78FB38A3,2025-03-02T19:46:00.000Z,33.002687,-96.79171,122.1,332.3,24.5,15.9,False,False,False,False,False,ios,4.2.0,78,LTE,-68,en_route_to_customer,0.9,0.359,True,clear,60.6,light,dinner,2.424,0,99,3.49
TEL-07284860355A,DRV-1010,PR-240610-0F70VYV,SES-C5085902,2025-03-07T03:45:00.000Z,32.79894,-96.815021,138.5,28.6,25.4,9.6,True,False,False,False,False,ios,4.2.0,53,5G,-80,en_route_to_restaurant,3.1,1.32,False,clear,62.7,moderate,late_night,0.212,0,83,2.0
TEL-5FB420B2F6C0,DRV-1009,PR-240720-SP298SB,SES-CA11666D,2025-03-04T12:21:00.000Z,33.088032,-96.658683,162.1,179.4,18.6,10.8,False,False,False,False,False,android,4.2.1,97,LTE,-79,en_route_to_restaurant,2.6,0.796,False,clear,71.7,moderate,lunch,0.155,0,99,2.32
TEL-EDB4BAC002CD,DRV-1016,PR-240826-B9FGO67,SES-C0985B25,2025-03-01T19:51:30.000Z,33.082444,-96.648816,127.2,349.0,25.7,16.3,False,False,False,True,False,android,4.2.1,78,offline,-56,en_route_to_customer,0.1,0.026,False,clear,92.2,moderate,dinner,2.152,0,83,2.03
TEL-DF1B952456DB,DRV-1003,PR-240804-AX2F0C8,SES-08714443,2025-03-06T11:49:00.000Z,32.984316,-96.776924,140.7,143.9,11.8,15.6,False,False,False,False,False,ios,4.1.2,58,5G,-95,en_route_to_restaurant,0.3,0.053,False,fog,87.0,heavy,lunch,0.828,0,100,3.39
TEL-40735A208EB1,DRV-1019,,SES-AA9909CF,2025-03-05T02:48:00.000Z,32.981529,-96.762944,128.9,0.0,0.0,9.5,False,False,False,False,False,android,4.1.2,71,wifi,-57,idle,0.0,0.0,True,rain,79.1,light,late_night,0.0,24,99,3.17
TEL-033F1401257F,DRV-1007,PR-240824-HE7TUW7,SES-88C44D06,2025-03-03T06:28:00.000Z,32.949147,-96.589225,165.7,0.0,0.0,15.9,False,False,False,False,False,ios,4.2.0,57,3G,-74,waiting_at_restaurant,0.0,0.0,True,rain,80.7,light,breakfast,0.758,9,100,1.45
TEL-A7C676EBF309,DRV-1006,PR-240630-F7LCZOO,SES-985D1261,2025-03-05T05:29:30.000Z,33.05675,-96.614007,162.4,166.3,22.5,3.2,False,False,False,False,False,ios,4.2.0,78,5G,-74,en_route_to_customer,8.6,3.225,True,rain,90.7,light,breakfast,1.812,0,100,1.65
TEL-A92AAA8A3108,DRV-1003,PR-240617-61I4E8A,SES-84C7932D,2025-03-06T16:56:30.000Z,33.006894,-96.779038,164.5,0.0,0.0,16.9,False,False,False,False,False,ios,4.1.2,80,5G,-76,waiting_at_restaurant,0.0,0.0,True,clear,53.9,heavy,dinner,0.908,44,97,2.72
TEL-61192AFA94A6,DRV-1013,PR-240803-9LD22FE,SES-5574B56F,2025-03-09T14:55:00.000Z,32.930152,-96.558129,129.1,236.2,11.0,17.3,False,False,False,False,False,ios,4.2.1,77,LTE,-67,en_route_to_customer,0.1,0.025,True,clear,62.3,heavy,lunch,1.652,0,100,2.25
TEL-AEF4F5944971,DRV-1004,PR-240626-1F82UZ9,SES-234B37BB,2025-03-03T14:53:00.000Z,32.998903,-96.72784,144.1,56.7,31.3,13.6,False,False,False,False,False,android,4.1.2,48,3G,-67,en_route_to_customer,0.1,0.071,True,rain,58.3,light,lunch,2.577,0,98,1.58
TEL-8FD9A3FC9B15,DRV-1000,PR-240623-VZ0G99O,SES-734F1C09,2025-03-07T11:35:30.000Z,32.810008,-96.816323,142.6,0.0,0.0,13.7,False,False,False,False,False,ios,4.1.2,59,LTE,-88,delivered,0.0,0.0,True,clear,67.3,heavy,lunch,1.396,0,100,2.87
TEL-E8A8F8521B84,DRV-1004,PR-240616-KBLO9VS,SES-0181BDD1,2025-03-02T18:04:30.000Z,33.043752,-96.611572,157.2,0.0,0.0,14.1,False,False,False,False,False,android,4.1.2,71,LTE,-61,waiting_at_restaurant,0.0,0.0,False,rain,66.8,moderate,dinner,0.935,15,100,3.13
TEL-1500815D70E2,DRV-1005,PR-240722-8N29ICL,SES-616CCAC0,2025-03-07T02:19:30.000Z,32.741702,-96.753054,133.1,0.0,0.0,5.2,False,False,False,False,False,ios,4.1.2,94,LTE,-71,delivered,0.0,0.0,True,rain,62.5,light,late_night,2.405,0,99,1.58
TEL-9CB7C80BBED5,DRV-1012,PR-240819-FYNM7IE,SES-FB164400,2025-03-03T07:57:00.000Z,33.023399,-96.676522,144.4,37.7,22.4,5.0,False,False,False,True,False,android,4.2.0,52,offline,-60,en_route_to_restaurant,0.2,0.063,False,clear,101.7,light,breakfast,1.105,0,80,1.44
TEL-DEAFF5CCE7DF,DRV-1003,PR-240716-TGSUQLT,SES-3EFE4E8E,2025-03-06T11:12:00.000Z,33.042871,-96.605806,135.7,321.1,14.1,10.1,False,False,False,False,False,ios,4.1.2,88,wifi,-95,en_route_to_restaurant,6.3,1.485,True,clear,54.5,moderate,lunch,0.117,0,98,2.44
TEL-4B1076030D8A,DRV-1002,PR-240813-0588JSN,SES-224E8928,2025-03-02T15:49:30.000Z,33.002895,-96.601431,161.2,0.0,0.0,13.9,False,False,False,False,False,ios,4.2.0,37,LTE,-61,delivered,0.0,0.0,True,clear,83.0,light,dinner,2.732,0,98,3.01
TEL-5EDAFCC3A536,DRV-1001,PR-240616-HLK4Y9N,SES-63715422,2025-03-08T17:20:30.000Z,33.098614,-96.695366,144.7,0.0,0.0,3.4,False,False,False,False,False,android,4.2.0,63,3G,-96,delivered,0.0,0.0,True,rain,73.5,moderate,dinner,1.908,0,100,3.41
TEL-2326D0313769,DRV-1003,PR-240830-N82O3E9,SES-887862BA,2025-03-06T06:05:00.000Z,33.058047,-96.652091,149.4,0.0,0.0,9.2,False,False,False,False,False,ios,4.1.2,35,5G,-70,delivered,0.0,0.0,True,clear,71.4,light,breakfast,3.103,0,97,2.6
TEL-6268701FD9B9,DRV-1007,PR-240824-HE7TUW7,SES-88C44D06,2025-03-03T06:26:00.000Z,32.967741,-96.597154,137.0,162.5,15.3,3.0,False,False,False,False,False,ios,4.2.0,58,3G,-58,en_route_to_restaurant,5.3,1.354,True,rain,62.7,light,breakfast,0.128,0,97,2.84
TEL-E12F0F5EE131,DRV-1000,PR-240727-AQJM3JN,SES-FB7CCF3D,2025-03-07T16:05:00.000Z,33.073783,-96.631413,164.5,100.4,17.0,8.5,False,False,False,False,False,ios,4.1.2,94,LTE,-97,en_route_to_restaurant,1.5,0.436,True,clear,89.6,light,dinner,0.432,0,98,3.61
TEL-A26C49346244,DRV-1015,PR-240627-RFRT7AZ,SES-5BD09E41,2025-03-05T18:47:00.000Z,32.773534,-96.810635,145.8,0.0,0.0,7.2,False,False,False,False,False,android,4.1.2,36,LTE,-68,waiting_at_restaurant,0.0,0.0,True,fog,86.7,moderate,dinner,0.911,14,99,3.18
TEL-5C9186EE2D10,DRV-1004,PR-240728-UAQ00GD,SES-9F27B958,2025-03-02T21:44:30.000Z,32.980137,-96.630745,165.9,192.3,9.6,10.1,False,False,False,False,False,android,4.1.2,84,LTE,-76,en_route_to_customer,14.4,2.31,True,clear,53.8,moderate,late_night,1.061,0,100,3.23
TEL-464F798C9E80,DRV-1015,PR-240703-LCCHKX5,SES-60E877C9,2025-03-06T04:24:00.000Z,32.929141,-96.616407,140.2,215.6,14.8,13.0,False,False,False,False,False,android,4.1.2,81,LTE,-72,en_route_to_customer,1.7,0.413,True,clear,62.5,light,late_night,1.564,0,98,2.92
TEL-E858574C9A8E,DRV-1015,PR-240717-3E3GFYK,SES-980BEF1A,2025-03-06T07:13:00.000Z,32.971219,-96.601407,172.1,0.0,0.0,5.9,False,False,False,False,False,android,4.1.2,41,LTE,-81,waiting_at_restaurant,0.0,0.0,True,rain,68.1,heavy,breakfast,0.315,1,98,1.29
TEL-76C6BBAD7B91,DRV-1014,PR-240825-5SP56I0,SES-169453A1,2025-03-09T15:44:30.000Z,32.738434,-96.8048,174.1,89.2,11.3,15.4,False,False,False,True,False,ios,4.1.2,79,5G,-55,en_route_to_customer,4.3,0.81,True,clear,83.2,heavy,dinner,0.783,0,79,1.82
TEL-ED47647E5CB6,DRV-1007,PR-240720-RSEDYC8,SES-C64E4E73,2025-03-03T02:59:30.000Z,32.800721,-96.762086,145.4,0.0,0.0,12.5,False,False,False,False,False,ios,4.2.0,95,5G,-100,delivered,0.0,0.0,True,clear,46.7,heavy,late_night,0.724,0,100,2.98
TEL-E31B3A714CB6,DRV-1002,PR-240601-GUMI5YM,SES-2AFB9BE0,2025-03-02T21:06:00.000Z,32.828548,-96.788901,135.5,205.4,22.6,5.2,False,False,False,False,False,ios,4.2.0,97,3G,-70,en_route_to_restaurant,5.3,1.993,False,clear,57.7,light,late_night,0.188,0,100,3.64
TEL-CFAB7128BCB3,DRV-1003,,SES-9F39C6F8,2025-03-06T08:22:30.000Z,32.791231,-96.831008,141.0,0.0,0.0,3.4,False,False,False,False,False,ios,4.1.2,76,LTE,-65,idle,0.0,0.0,True,clear,63.2,heavy,breakfast,0.0,31,100,2.69
TEL-25060DA0D881,DRV-1012,PR-240720-TI7KDVL,SES-5384B427,2025-03-02T17:02:30.000Z,33.019493,-96.729896,149.0,87.2,16.5,13.5,False,False,False,False,False,android,4.2.0,80,5G,-59,en_route_to_restaurant,0.2,0.057,True,rain,80.1,heavy,dinner,0.771,0,99,1.74
TEL-B40F1DA95CEE,DRV-1004,,SES-818FE22F,2025-03-02T19:27:30.000Z,32.817373,-96.782372,173.1,0.0,0.0,16.0,False,False,False,False,False,android,4.1.2,58,3G,-73,idle,0.0,0.0,True,clear,60.6,light,dinner,0.0,13,100,3.01
TEL-8833AC0DE398,DRV-1017,PR-240808-46BMT8G,SES-DB9F86DB,2025-03-04T16:10:30.000Z,32.748851,-96.790512,164.9,291.5,30.2,10.2,False,False,False,False,False,android,4.1.2,45,wifi,-86,en_route_to_restaurant,1.7,0.847,True,clear,88.3,light,dinner,0.431,0,100,3.7
TEL-22563E9D06B1,DRV-1001,PR-240616-HLK4Y9N,SES-63715422,2025-03-08T17:14:00.000Z,33.04507,-96.625718,164.1,0.0,0.0,15.2,False,False,False,False,False,android,4.2.0,64,3G,-82,waiting_at_restaurant,0.0,0.0,True,clear,89.7,moderate,dinner,0.905,30,100,2.53
TEL-7D1DB2FBAB02,DRV-1004,PR-240615-89IDJP1,SES-BA36836F,2025-03-02T20:20:00.000Z,32.78796,-96.830843,127.6,264.3,12.9,7.5,False,False,False,False,False,android,4.1.2,75,LTE,-99,en_route_to_customer,3.5,0.752,True,fog,104.8,light,dinner,2.489,0,97,1.53
TEL-FCB700151335,DRV-1005,PR-240707-VXSIHFX,SES-D7BC91C8,2025-03-06T23:57:30.000Z,33.046456,-96.627733,133.8,161.8,29.6,16.1,False,False,False,False,False,ios,4.1.2,83,3G,-103,en_route_to_customer,4.8,2.365,True,clear,69.4,light,late_night,1.567,0,100,3.16
TEL-35A3643D307A,DRV-1009,,SES-CDB90C98,2025-03-05T02:17:30.000Z,32.942826,-96.771359,155.3,0.0,0.0,4.7,False,False,False,False,False,android,4.2.1,77,5G,-69,idle,0.0,0.0,True,clear,82.1,light,late_night,0.0,42,100,3.01
TEL-CEE27B2FECAB,DRV-1005,PR-240613-N5PB3GT,SES-D60FBDEE,2025-03-06T22:31:00.000Z,32.989593,-96.746087,168.1,150.5,16.1,17.5,False,False,False,False,False,ios,4.1.2,70,offline,-83,en_route_to_restaurant,5.4,1.453,True,clear,55.2,heavy,late_night,0.134,0,100,2.09
TEL-FC1CCB49DA74,DRV-1015,PR-240725-TQV0TKY,SES-239946F5,2025-03-05T16:48:30.000Z,32.965989,-96.606065,150.5,0.0,0.0,5.6,False,False,False,False,False,android,4.1.2,42,LTE,-70,waiting_at_restaurant,0.0,0.0,True,rain,65.7,light,dinner,0.762,18,98,2.98
